title,url,img_url,discount_rate,author,author_link,duration,price
 آموزش طراحی اپلیکیشن بیوگرافی با فلاتر ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A7%D9%BE%D9%84%DB%8C%DA%A9%DB%8C%D8%B4%D9%86-%D8%A8%DB%8C%D9%88%DA%AF%D8%B1%D8%A7%D9%81%DB%8C-%D8%A8%D8%A7-%D9%81%D9%84%D8%A7%D8%AA%D8%B1,https://toplearn.com/img/course/400x286/آموزش_طراحی_اپلیکیشن_بیوگرافی_با_فلاتر.jpg,50% , موسوی ,https://toplearn.com/masters/hajho3ein, 5:31:00 , رایگانـ 
 آموزش مقدماتی و پروژه محور css ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D9%88-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%85%D8%AD%D9%88%D8%B1-css,https://toplearn.com/img/course/400x286/آموزش_مقدماتی_و_پروژه_محور_css.jpg,, باقری قلعه باباخانی ,https://toplearn.com/masters/clubyp, 3:53:00 , رایگانـ 
 آموزش ساختار DDD در لاراول ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA%D8%A7%D8%B1-DDD-%D8%AF%D8%B1-%D9%84%D8%A7%D8%B1%D8%A7%D9%88%D9%84,https://toplearn.com/img/course/400x286/آموزش_ساختار_DDD_در_لاراول.jpg,, خسروی ,https://toplearn.com/masters/milad16, 1:27:00 , رایگانـ 
 آموزش Micro Service ها در Core ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Micro-Service-%D9%87%D8%A7-%D8%AF%D8%B1-Core,https://toplearn.com/img/course/400x286/آموزش_Micro_Service_ها_در_Core.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 11:6:00 , رایگانـ 
 آموزش پیشرفته TailwindCSS به همراه Alpinejs ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-TailwindCSS-%D8%A8%D9%87-%D9%87%D9%85%D8%B1%D8%A7%D9%87-Alpinejs,https://toplearn.com/img/course/400x286/آموزش_پیشرفته_TailwindCSS_به_همراه_Alpinejs.jpg,50% , محمودی ,https://toplearn.com/masters/hiphoppa, 12:56:00 , رایگانـ 
 آموزش ویژگی های جدید در C# 10 / .NET 6 ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%88%DB%8C%DA%98%DA%AF%DB%8C-%D9%87%D8%A7%DB%8C-%D8%AC%D8%AF%DB%8C%D8%AF-%D8%AF%D8%B1-Csharp-10-NET-6,https://toplearn.com/img/course/400x286/آموزش_ویژگی_های_جدید_در_Csharp_10___.NET_6.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 0:29:00 , رایگانـ 
 آموزش فناوری بلاکچین ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A8%D9%84%D8%A7%DA%A9%DA%86%DB%8C%D9%86,https://toplearn.com/img/course/400x286/آموزش_فناوری_بلاکچین.jpg,, شاکری ,https://toplearn.com/masters/imanss10, 4:13:00 , رایگانـ 
 آموزش ساخت منوی تنظیمات در UE4 ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA-%D9%85%D9%86%D9%88%DB%8C-%D8%AA%D9%86%D8%B8%DB%8C%D9%85%D8%A7%D8%AA-%D8%AF%D8%B1-UE4,https://toplearn.com/img/course/400x286/آموزش_ساخت_منوی_تنظیمات_در_UE4.jpg,, میرشبی بایگی ,https://toplearn.com/masters/sajjadmirshabi, 4:59:00 , رایگانـ 
 افزایش سرعت کدنویسی در Visual Studio ,https://toplearn.com/courses/windows/%D8%A7%D9%81%D8%B2%D8%A7%DB%8C%D8%B4-%D8%B3%D8%B1%D8%B9%D8%AA-%DA%A9%D8%AF%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%AF%D8%B1-Visual-Studio,https://toplearn.com/img/course/400x286/افزایش_سرعت_کدنویسی_در_Visual_Studio.jpg,50% , زارعی ,https://toplearn.com/masters/hello_, 6:7:00 , رایگانـ 
 آموزش اپلیکیشن ثبت اطلاعات مکانی با استفاده از فلاتر ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%A7%D9%BE%D9%84%DB%8C%DA%A9%DB%8C%D8%B4%D9%86-%D8%AB%D8%A8%D8%AA-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D9%85%DA%A9%D8%A7%D9%86%DB%8C-%D8%A8%D8%A7-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-%D9%81%D9%84%D8%A7%D8%AA%D8%B1,https://toplearn.com/img/course/400x286/آموزش_اپلیکیشن_ثبت_اطلاعات_مکانی_با_استفاده_از_فلاتر.jpg,50% , اسدی ,https://toplearn.com/masters/AlirezaAsadi, 5:28:00 , رایگانـ 
 پیاده سازی الگوریتم تشخیص چهره هوش مصنوعی در وب با Django و Open CV ,https://toplearn.com/courses/windows/%D9%BE%DB%8C%D8%A7%D8%AF%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C-%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85-%D8%AA%D8%B4%D8%AE%DB%8C%D8%B5-%DA%86%D9%87%D8%B1%D9%87-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%D9%88%D8%A8-%D8%A8%D8%A7-Django-%D9%88-Open-CV,https://toplearn.com/img/course/400x286/پیاده_سازی_الگوریتم_تشخیص_چهره_هوش_مصنوعی_در_وب_با_Django_و_Open_CV.jpg,40% , اردوخانی ,https://toplearn.com/masters/1375ordomohammad, 8:42:00 , رایگانـ 
 آموزش کدنویسی سریع در ویژوال استودیو ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%DA%A9%D8%AF%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%B3%D8%B1%DB%8C%D8%B9-%D8%AF%D8%B1-%D9%88%DB%8C%DA%98%D9%88%D8%A7%D9%84-%D8%A7%D8%B3%D8%AA%D9%88%D8%AF%DB%8C%D9%88,https://toplearn.com/img/course/400x286/آموزش_کدنویسی_سریع_در_ویژوال_استودیو.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 0:0:00 , اعضای ویژه 
 آموزش ساخت سبد خرید با جاوا اسکریپت ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%B3%D8%A8%D8%AF-%D8%AE%D8%B1%DB%8C%D8%AF-%D8%A8%D8%A7-%D8%AC%D8%A7%D9%88%D8%A7-%D8%A7%D8%B3%DA%A9%D8%B1%DB%8C%D9%BE%D8%AA,https://toplearn.com/img/course/400x286/آموزش_ساخت_سبد_خرید_با_جاوا_اسکریپت.jpg,, کیانی ,https://toplearn.com/masters/meysam2web, 3:3:00 , اعضای ویژه 
 آموزش Linux LPIC 2 – 202 ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Linux-LPIC-2-%E2%80%93-202-,https://toplearn.com/img/course/400x286/آموزش_Linux_LPIC_2_–_202.jpg,50% , مصری ,https://toplearn.com/masters/69moslem, 5:0:00 , اعضای ویژه 
 آموزش SQL Server Change Data Capture ,https://toplearn.com/courses/databases/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-SQL-Server-Change-Data-Capture,https://toplearn.com/img/course/400x286/آموزش_SQL_Server_Change_Data_Capture.jpg,, نصیری ,https://toplearn.com/masters/Nazgoli, 1:43:00 , اعضای ویژه 
 آموزش برنامه نویسی به کودکان و نوجوانان (Scratch) ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%A8%D9%87-%DA%A9%D9%88%D8%AF%DA%A9%D8%A7%D9%86-%D9%88-%D9%86%D9%88%D8%AC%D9%88%D8%A7%D9%86%D8%A7%D9%86-(Scratch),https://toplearn.com/img/course/400x286/آموزش_برنامه_نویسی_به_کودکان_و_نوجوانان_(Scratch).jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 9:40:00 , اعضای ویژه 
 آموزش 0 تا 100 واقعیت افزوده ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-0-%D8%AA%D8%A7-100-%D9%88%D8%A7%D9%82%D8%B9%DB%8C%D8%AA-%D8%A7%D9%81%D8%B2%D9%88%D8%AF%D9%87,https://toplearn.com/img/course/400x286/آموزش_0_تا_100_واقعیت_افزوده.jpg,50% , راستگو ,https://toplearn.com/masters/alirezarastgoo, 2:26:00 , اعضای ویژه 
 آموزش رایگان Html و Css ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86-Html-%D9%88-Css,https://toplearn.com/img/course/400x286/آموزش_رایگان_Html_و_Css.jpg,, خسروجردی ,https://toplearn.com/masters/Hsn_khosrojerdi, 19:56:00 , اعضای ویژه 
 آموزش ساخت اپلیکیشن مخاطبین با کاتلین ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%A7%D9%BE%D9%84%DB%8C%DA%A9%DB%8C%D8%B4%D9%86-%D9%85%D8%AE%D8%A7%D8%B7%D8%A8%DB%8C%D9%86-%D8%A8%D8%A7-%DA%A9%D8%A7%D8%AA%D9%84%DB%8C%D9%86,https://toplearn.com/img/course/400x286/آموزش_ساخت_اپلیکیشن_مخاطبین_با_کاتلین.jpg,60% , آشفته ,https://toplearn.com/masters/Mmahdiashofteh, 7:47:00 , اعضای ویژه 
 آموزش GetX در فلاتر ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-GetX-%D8%AF%D8%B1-%D9%81%D9%84%D8%A7%D8%AA%D8%B1,https://toplearn.com/img/course/400x286/آموزش_GetX_در_فلاتر.jpg,70% , حسینی ,https://toplearn.com/masters/mohammadinfo, 4:36:00 , اعضای ویژه 
 آموزش پیشرفته و پروژه محور پریمیر ,https://toplearn.com/courses/graphics/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D9%88-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%85%D8%AD%D9%88%D8%B1-%D9%BE%D8%B1%DB%8C%D9%85%DB%8C%D8%B1,https://toplearn.com/img/course/400x286/آموزش_پیشرفته_و_پروژه_محور_پریمیر.jpg,50% , حیدری ,https://toplearn.com/masters/%D9%84%D8%A7%D9%84%D9%87%20%D8%AD%DB%8C%D8%AF%D8%B1%DB%8C, 4:32:00 , اعضای ویژه 
 آموزش ساخت وبسایت کوتاه کننده لینک با Flask ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA-%D9%88%D8%A8%D8%B3%D8%A7%DB%8C%D8%AA-%DA%A9%D9%88%D8%AA%D8%A7%D9%87-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%84%DB%8C%D9%86%DA%A9-%D8%A8%D8%A7-Flask,https://toplearn.com/img/course/400x286/آموزش_ساخت_وبسایت_کوتاه_کننده_لینک_با_Flask.jpg,50% , موسوی ,https://toplearn.com/masters/tiny, 0:56:00 , اعضای ویژه 
 آموزش مقدماتی کاتلین ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%DA%A9%D8%A7%D8%AA%D9%84%DB%8C%D9%86,https://toplearn.com/img/course/400x286/آموزش_مقدماتی_کاتلین.jpg,, حدادیان ,https://toplearn.com/masters/mistelo, 2:56:00 , اعضای ویژه 
 آموزش جامع دیتابایندینگ به همراه پروژه عملی ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AC%D8%A7%D9%85%D8%B9-%D8%AF%DB%8C%D8%AA%D8%A7%D8%A8%D8%A7%DB%8C%D9%86%D8%AF%DB%8C%D9%86%DA%AF-%D8%A8%D9%87-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D8%B9%D9%85%D9%84%DB%8C,https://toplearn.com/img/course/400x286/آموزش_جامع_دیتابایندینگ_به_همراه_پروژه_عملی.jpg,70% , پوراحمدی ,https://toplearn.com/masters/ali.pourahmadi93, 6:41:00 ," 44,700 "
 آموزش Google Colab برای توسعه دهندگان پایتون ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Google-Colab-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%DA%AF%D8%A7%D9%86-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86,https://toplearn.com/img/course/400x286/آموزش_Google_Colab_برای_توسعه_دهندگان_پایتون.jpg,50% , سینائی ,https://toplearn.com/masters/%D8%B3%DB%8C%D9%86%D8%A7%DB%8C%DB%8C%20%D8%AD%D8%B3%DB%8C%D9%86, 1:26:00 ," 44,700 "
 آموزش جامع جاوااسکریپت (پروژه محور) ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AC%D8%A7%D9%85%D8%B9-%D8%AC%D8%A7%D9%88%D8%A7%D8%A7%D8%B3%DA%A9%D8%B1%DB%8C%D9%BE%D8%AA-(%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%85%D8%AD%D9%88%D8%B1),https://toplearn.com/img/course/400x286/آموزش_جامع_جاوااسکریپت_(پروژه_محور).jpg,, داستانپور ,https://toplearn.com/masters/hooch%20masnooee, 6:19:00 ," 44,700 "
 آموزش ckeditor در mvc core ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-ckeditor-%D8%AF%D8%B1-mvc-core,https://toplearn.com/img/course/400x286/آموزش_ckeditor_در_mvc_core.jpg,50% , عبدالملکی ,https://toplearn.com/masters/MahmoudAbdolmaleki, 5:11:00 ," 44,700 "
 آموزش جامع gRPC در ASP.NET Core ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AC%D8%A7%D9%85%D8%B9-gRPC-%D8%AF%D8%B1-ASPNET-Core,https://toplearn.com/img/course/400x286/آموزش_جامع_gRPC_در_ASP.NET_Core.jpg,40% , اردوخانی ,https://toplearn.com/masters/1375ordomohammad, 4:26:00 ," 44,700 "
 امنیت در شبکه های اجتماعی ,https://toplearn.com/courses/security/%D8%A7%D9%85%D9%86%DB%8C%D8%AA-%D8%AF%D8%B1-%D8%B4%D8%A8%DA%A9%D9%87-%D9%87%D8%A7%DB%8C-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,https://toplearn.com/img/course/400x286/امنیت_در_شبکه_های_اجتماعی.jpg,, زارع ,https://toplearn.com/masters/ghasem.zarea77@gmail.com, 2:3:00 ," 44,700 "
 طراحی وب پیشرفته + 12 پروژه عملی ,https://toplearn.com/courses/web-design/%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%88%D8%A8-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-plus-12-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D8%B9%D9%85%D9%84%DB%8C,https://toplearn.com/img/course/400x286/طراحی_وب_پیشرفته_plus_12_پروژه_عملی.jpg,25% , معصومی ,https://toplearn.com/masters/farzad_msi16, 53:32:00 ," 44,700 "
 آموزش پرداخت درون برنامه ای مایکت در یونیتی ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%BE%D8%B1%D8%AF%D8%A7%D8%AE%D8%AA-%D8%AF%D8%B1%D9%88%D9%86-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D8%A7%DB%8C-%D9%85%D8%A7%DB%8C%DA%A9%D8%AA-%D8%AF%D8%B1-%DB%8C%D9%88%D9%86%DB%8C%D8%AA%DB%8C,https://toplearn.com/img/course/400x286/آموزش_پرداخت_درون_برنامه_ای_مایکت_در_یونیتی.jpg,50% , شاه بالایی ,https://toplearn.com/masters/dasmohsen, 5:46:00 ," 44,700 "
 آموزش Kotlin Architecture در اندروید ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Kotlin-Architecture-%D8%AF%D8%B1-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%DB%8C%D8%AF,https://toplearn.com/img/course/400x286/آموزش_Kotlin_Architecture__در_اندروید.jpg,60% , ایل بیگی ,https://toplearn.com/masters/jokerfake, 12:38:00 ," 44,700 "
 آموزش جامع ماتریس ها در متلب ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AC%D8%A7%D9%85%D8%B9-%D9%85%D8%A7%D8%AA%D8%B1%DB%8C%D8%B3-%D9%87%D8%A7-%D8%AF%D8%B1-%D9%85%D8%AA%D9%84%D8%A8-,https://toplearn.com/img/course/400x286/آموزش_جامع_ماتریس_ها_در_متلب.jpg,, سینائی ,https://toplearn.com/masters/%D8%B3%DB%8C%D9%86%D8%A7%DB%8C%DB%8C%20%D8%AD%D8%B3%DB%8C%D9%86, 3:32:00 ," 44,700 "
 آموزش طراحی وب مقدماتی ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%88%D8%A8-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C,https://toplearn.com/img/course/400x286/آموزش_طراحی_وب_مقدماتی.jpg,, پیشکار ,https://toplearn.com/masters/omid%20jr%2017, 13:14:00 ," 44,700 "
 دوره طلایی سیستم عامل ویندوز ,https://toplearn.com/courses/operating-system/%D8%AF%D9%88%D8%B1%D9%87-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%B9%D8%A7%D9%85%D9%84-%D9%88%DB%8C%D9%86%D8%AF%D9%88%D8%B2,https://toplearn.com/img/course/400x286/دوره_طلایی_سیستم_عامل_ویندوز.jpg,, جابری ,https://toplearn.com/masters/nimarussel, 31:19:00 ," 44,700 "
 آموزش مقدماتی تا پیشرفته زبان دارت (Dart) ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D8%AA%D8%A7-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%B2%D8%A8%D8%A7%D9%86-%D8%AF%D8%A7%D8%B1%D8%AA-(Dart)-,https://toplearn.com/img/course/400x286/آموزش_مقدماتی_تا_پیشرفته_زبان_دارت_(Dart).jpg,50% , خواجوی ,https://toplearn.com/masters/MrAli1995, 16:10:00 ," 110,000 "
 آموزش انجام سه پروژه عملی با استفاده از سی شارپ ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%A7%D9%86%D8%AC%D8%A7%D9%85-%D8%B3%D9%87-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D8%B9%D9%85%D9%84%DB%8C-%D8%A8%D8%A7-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/آموزش_انجام_سه_پروژه_عملی_با_استفاده_از_سی_شارپ.jpg,, حسین پور ,https://toplearn.com/masters/crisiroid, 3:4:00 ," 110,000 "
 آموزش پاورپوینت (مقدماتی تا پیشرفته) ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%BE%D8%A7%D9%88%D8%B1%D9%BE%D9%88%DB%8C%D9%86%D8%AA-(%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D8%AA%D8%A7-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87),https://toplearn.com/img/course/400x286/آموزش_پاورپوینت_(مقدماتی_تا_پیشرفته).jpg,, حاج ابوالحسن ,https://toplearn.com/masters/nanihaj, 4:30:00 ," 110,000 "
 آموزش Asp.Net Core پیشرفته ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-AspNet-Core-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87,https://toplearn.com/img/course/400x286/آموزش_Asp.Net_Core__پیشرفته.jpg,50% , مدائنی ,https://toplearn.com/masters/AdminUser, 28:59:00 ," 110,000 "
 دوره معماری تمیز در Asp.Net Core ,https://toplearn.com/courses/web/%D8%AF%D9%88%D8%B1%D9%87-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D8%AA%D9%85%DB%8C%D8%B2-%D8%AF%D8%B1-AspNet-Core,https://toplearn.com/img/course/400x286/دوره_معماری_تمیز_در_Asp.Net_Core.jpg,50% , مدائنی ,https://toplearn.com/masters/AdminUser, 5:13:00 ," 110,000 "
 آموزش NET 6. ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-NET-6,https://toplearn.com/img/course/400x286/آموزش_NET_6..jpg,, اردوخانی ,https://toplearn.com/masters/1375ordomohammad, 0:44:00 ," 110,000 "
 آموزش مبانی اولیه برنامه نویسی (Programming Fundamental) ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D8%A8%D8%A7%D9%86%DB%8C-%D8%A7%D9%88%D9%84%DB%8C%D9%87-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-(Programming-Fundamental),https://toplearn.com/img/course/400x286/آموزش_مبانی_اولیه_برنامه_نویسی_(Programming_Fundamental).jpg,, مومنی ,https://toplearn.com/masters/m.momeni10, 7:12:00 ," 110,000 "
 آموزش رایگان دستورات command prompt ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D8%AA-command-prompt,https://toplearn.com/img/course/400x286/آموزش_رایگان_دستورات_command_prompt.jpg,, عینی ,https://toplearn.com/masters/AmirEyni, 17:18:00 ," 110,000 "
 آموزش GraphQl در NET Core. ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-GraphQl-%D8%AF%D8%B1-NET-Core,https://toplearn.com/img/course/400x286/آموزش_GraphQl_در_NET_Core..jpg,50% , آخوندی ,https://toplearn.com/masters/mhrxad, 3:0:00 ," 110,000 "
 ساخت شبکه ی اجتماعی توییتر با فریم ورک اختصاصی بر پایه MVC ,https://toplearn.com/courses/web/%D8%B3%D8%A7%D8%AE%D8%AA-%D8%B4%D8%A8%DA%A9%D9%87-%DB%8C-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C-%D8%AA%D9%88%DB%8C%DB%8C%D8%AA%D8%B1-%D8%A8%D8%A7-%D9%81%D8%B1%DB%8C%D9%85-%D9%88%D8%B1%DA%A9-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C-%D8%A8%D8%B1-%D9%BE%D8%A7%DB%8C%D9%87-MVC,https://toplearn.com/img/course/400x286/ساخت_شبکه_ی_اجتماعی_توییتر_با_فریم_ورک_اختصاصی_بر_پایه_MVC.jpg,50% , اخلاق پسندی ,https://toplearn.com/masters/yahhajajzjajzz, 31:15:00 ," 110,000 "
 آموزش فلاتر مقدماتی ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C,https://toplearn.com/img/course/400x286/آموزش_فلاتر_مقدماتی.jpg,, موسوی ,https://toplearn.com/masters/hajho3ein, 3:35:00 ," 110,000 "
 آموزش مقدماتی نرم افزار Adobe Premiere Pro 2021 ,https://toplearn.com/courses/graphics/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-Adobe-Premiere-Pro-2021,https://toplearn.com/img/course/400x286/آموزش_مقدماتی_نرم_افزار_Adobe_Premiere_Pro_2021.jpg,, حیدری ,https://toplearn.com/masters/%D9%84%D8%A7%D9%84%D9%87%20%D8%AD%DB%8C%D8%AF%D8%B1%DB%8C, 3:11:00 ," 110,000 "
 آمـــوزش فایربیس در انگــــولار 12 ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%80%D9%80%D9%80%D9%88%D8%B2%D8%B4-%D9%81%D8%A7%DB%8C%D8%B1%D8%A8%DB%8C%D8%B3-%D8%AF%D8%B1-%D8%A7%D9%86%DA%AF%D9%80%D9%80%D9%80%D9%80%D9%88%D9%84%D8%A7%D8%B1-12,https://toplearn.com/img/course/400x286/آمـــوزش_فایربیس_در_انگــــولار_12.jpg,50% , موسوی ,https://toplearn.com/masters/tiny, 6:12:00 ," 200,000 "
 آموزش سایت فروشگاه ساز ( Market Place) با Asp.net Core5 ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%DB%8C%D8%AA-%D9%81%D8%B1%D9%88%D8%B4%DA%AF%D8%A7%D9%87-%D8%B3%D8%A7%D8%B2-(-Market-Place)-%D8%A8%D8%A7-Aspnet-Core5,https://toplearn.com/img/course/400x286/آموزش_سایت_فروشگاه_ساز_(_Market_Place)_با_Asp.net_Core5.jpg,40% , اردوخانی ,https://toplearn.com/masters/1375ordomohammad, 36:51:00 ," 200,000 "
 آموزش طراحی سایت شرکتی با وردپرس ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AA-%D8%B4%D8%B1%DA%A9%D8%AA%DB%8C-%D8%A8%D8%A7-%D9%88%D8%B1%D8%AF%D9%BE%D8%B1%D8%B3,https://toplearn.com/img/course/400x286/آموزش_طراحی_سایت_شرکتی_با_وردپرس.jpg,50% , تیموری ,https://toplearn.com/masters/pejman76, 9:9:00 ," 200,000 "
